layer,neuron,change_score
31,3820,1.0354775190353394
30,12798,1.035042643547058
31,4538,1.0347968339920044
30,10411,1.0339730978012085
31,3769,1.0333527326583862
31,10136,1.0329108238220215
31,13842,1.0326651334762573
30,6021,1.0326128005981445
30,3695,1.032454013824463
31,255,1.0318223237991333
31,10107,1.0314867496490479
31,1007,1.031136155128479
31,7458,1.0302069187164307
30,12757,1.0298566818237305
31,5945,1.0295441150665283
29,7206,1.0291590690612793
30,6486,1.0290523767471313
31,9736,1.0282580852508545
31,3121,1.0261811017990112
31,562,1.026046872138977
31,12172,1.0258859395980835
31,1467,1.0255935192108154
31,8275,1.0247604846954346
31,6798,1.024423360824585
31,12688,1.0243406295776367
31,2954,1.0243271589279175
31,13016,1.0239289999008179
31,13691,1.0235320329666138
30,7146,1.0233757495880127
29,7086,1.0233564376831055
30,11463,1.0228475332260132
31,489,1.022384762763977
31,12145,1.021883487701416
31,12713,1.0216758251190186
31,6648,1.0200891494750977
31,6173,1.019347906112671
31,2465,1.0190098285675049
31,12130,1.0183141231536865
30,2538,1.0176042318344116
30,2939,1.0175261497497559
30,4736,1.0173494815826416
31,5995,1.0172829627990723
30,10117,1.017014503479004
31,9886,1.0165711641311646
30,10725,1.0164580345153809
30,217,1.0158588886260986
31,7693,1.0153926610946655
31,7724,1.015367865562439
28,11666,1.0152215957641602
31,12996,1.0147995948791504
31,7169,1.014536738395691
31,10800,1.0141881704330444
31,10893,1.0133148431777954
30,5526,1.0132807493209839
31,11062,1.0132230520248413
31,2230,1.0131481885910034
31,10204,1.0127074718475342
31,14113,1.0126596689224243
30,1050,1.0094761848449707
30,2226,1.0083962678909302
26,12113,1.0083248615264893
31,4382,1.00775146484375
30,6894,1.0075451135635376
29,3746,1.0073838233947754
31,9214,1.0070594549179077
31,33,1.0066670179367065
31,3191,1.006404995918274
27,2428,1.0061814785003662
30,3903,1.0053977966308594
31,4627,1.0053502321243286
30,1167,1.0051625967025757
31,8732,1.0046254396438599
31,11159,1.004215955734253
31,8203,1.0040357112884521
30,10364,1.004023790359497
30,240,1.0037721395492554
30,13889,1.003682255744934
31,2112,1.003604769706726
31,9915,1.0020184516906738
31,2140,1.0015108585357666
31,12471,1.0011072158813477
30,2486,0.9999500513076782
30,7705,0.9990345239639282
31,10215,0.9976930022239685
31,2535,0.9959844946861267
31,2108,0.9950523972511292
29,12129,0.9948613047599792
30,1735,0.9944825172424316
30,5713,0.9939660429954529
31,11321,0.9935470223426819
31,12878,0.9933123588562012
30,13359,0.9927707314491272
31,3251,0.9913269877433777
31,2833,0.9905162453651428
30,11289,0.9903429746627808
30,151,0.9897333979606628
30,725,0.9894545674324036
30,6290,0.9890738129615784
31,247,0.9873233437538147
31,5528,0.9866951107978821
30,9114,0.9859073162078857
31,2649,0.9858071208000183
31,8206,0.9854258894920349
30,4447,0.9849813580513
30,13049,0.9847972989082336
31,7036,0.9838482737541199
30,1496,0.9827105402946472
31,5414,0.9826089143753052
31,5218,0.9824231863021851
31,5615,0.9817847609519958
31,345,0.9817027449607849
30,5793,0.9809194803237915
31,14080,0.9807909727096558
31,4823,0.9800857901573181
31,5559,0.9796828031539917
31,10075,0.9792945981025696
30,9237,0.9791247248649597
31,2174,0.9785112738609314
31,3863,0.9782397747039795
30,5522,0.9774704575538635
30,13056,0.9773194193840027
30,6693,0.977165937423706
30,6372,0.9770439863204956
31,5058,0.9765532612800598
31,1386,0.9751905798912048
31,13638,0.9750926494598389
31,9178,0.9749173521995544
31,11921,0.9745580554008484
30,10245,0.974182665348053
30,3798,0.9724529981613159
30,12741,0.9721279144287109
30,8242,0.9716648459434509
29,285,0.971578061580658
29,9818,0.9707441329956055
30,11810,0.9693686366081238
30,1303,0.9691319465637207
30,2724,0.9687405228614807
31,11158,0.9686012268066406
31,10788,0.9684242606163025
31,10406,0.9682690501213074
31,13680,0.9679355621337891
30,4618,0.9678177237510681
31,1487,0.9673523902893066
31,2299,0.9669727683067322
30,7015,0.9666335582733154
30,5695,0.965802013874054
30,9191,0.9651031494140625
31,6525,0.9637289047241211
30,6115,0.9630556106567383
31,12584,0.9617172479629517
31,7020,0.9609414339065552
30,7431,0.9597416520118713
31,10161,0.9590294361114502
31,2867,0.9585713744163513
30,11194,0.958324670791626
31,10555,0.9582233428955078
31,5750,0.9578791260719299
29,5363,0.9577017426490784
29,7284,0.9576801061630249
30,3700,0.9576278924942017
30,10952,0.9575903415679932
31,1992,0.9573424458503723
31,9312,0.9566969275474548
30,9608,0.9566853642463684
29,1658,0.9560207724571228
30,677,0.9549728631973267
30,4842,0.9547728896141052
31,507,0.9542919993400574
30,11083,0.9539368152618408
31,7638,0.9536994695663452
30,8127,0.9531897306442261
30,3195,0.9522389769554138
29,2169,0.9518548250198364
31,4097,0.9515172243118286
30,2969,0.9507189393043518
30,8200,0.9505978226661682
30,1574,0.9489410519599915
30,11703,0.9483019709587097
30,6973,0.947995662689209
31,6247,0.9477604031562805
30,11893,0.9473870992660522
30,1171,0.9470901489257812
28,10843,0.9467505812644958
30,5591,0.9463656544685364
31,1208,0.9457249045372009
30,7600,0.9456564784049988
30,7172,0.9456292986869812
29,11511,0.945588231086731
31,5168,0.9450945258140564
31,4518,0.9444711208343506
30,9451,0.944110095500946
29,13254,0.9437573552131653
31,6029,0.943266749382019
31,9883,0.942775309085846
30,9793,0.9426560401916504
30,3503,0.9415799975395203
29,6281,0.9413319826126099
31,5920,0.9409295916557312
30,3803,0.9389007091522217
30,14280,0.938733696937561
31,409,0.9386995434761047
31,4178,0.9384750723838806
30,806,0.9383484721183777
30,5975,0.938011109828949
31,13024,0.9379920959472656
30,6413,0.937774658203125
31,6105,0.9375104308128357
31,641,0.9373531937599182
30,1891,0.9371935129165649
30,1482,0.937083899974823
31,6082,0.936000406742096
31,3840,0.9358654618263245
31,6919,0.9356256127357483
30,8288,0.935055673122406
31,6085,0.9350261092185974
31,110,0.9348806738853455
31,12717,0.9348345398902893
30,3786,0.9344942569732666
30,7319,0.9343198537826538
29,10402,0.9342284798622131
31,3057,0.9340331554412842
31,10553,0.933321475982666
30,2318,0.9333094358444214
31,11492,0.9330336451530457
31,943,0.9328299164772034
30,6110,0.9327519536018372
31,3104,0.9327493906021118
31,5852,0.93264240026474
31,7208,0.9324056506156921
31,8499,0.932357668876648
31,1776,0.9322417378425598
31,6764,0.9317828416824341
31,8695,0.9314526915550232
31,8128,0.9301720261573792
31,4120,0.9295295476913452
30,2808,0.928643524646759
31,11314,0.9281809329986572
30,7857,0.9279448986053467
31,5493,0.9278905987739563
30,8028,0.927554190158844
31,5745,0.9265751242637634
31,7577,0.9264360070228577
30,1431,0.9261788129806519
31,8182,0.9254491329193115
31,1961,0.9253997802734375
31,12150,0.924903929233551
30,7442,0.9244734644889832
30,6971,0.9244325757026672
31,5644,0.9241655468940735
31,7387,0.9241462349891663
31,640,0.9241107702255249
31,6143,0.9218251705169678
31,11172,0.921338677406311
30,9713,0.9211869835853577
29,13667,0.9209587574005127
31,8110,0.9208602905273438
30,10433,0.9206281900405884
31,9523,0.9204630851745605
31,4457,0.9198455214500427
31,3599,0.9198242425918579
31,4919,0.9196231365203857
31,3506,0.9196152091026306
31,511,0.9192996025085449
27,307,0.9187659621238708
30,6531,0.9183270335197449
30,13989,0.9179843068122864
31,2770,0.9179725646972656
31,4062,0.9176780581474304
31,9350,0.9175427556037903
30,9240,0.9175151586532593
31,1689,0.9173007011413574
30,3716,0.9172454476356506
30,13538,0.916620135307312
31,5471,0.9162024259567261
31,9715,0.9157015681266785
31,9133,0.9156931042671204
31,3174,0.9149988293647766
31,4732,0.9143522381782532
30,8711,0.9143439531326294
31,9665,0.9142196774482727
31,7566,0.913997232913971
31,3672,0.9128752946853638
30,7366,0.9128254055976868
28,718,0.9125731587409973
31,9553,0.9123831987380981
29,1303,0.9118000864982605
30,3543,0.9115365743637085
30,7299,0.9113289713859558
31,10949,0.911203145980835
30,4472,0.9109706282615662
31,8236,0.9107871055603027
30,10295,0.9105238318443298
30,12460,0.910476565361023
30,765,0.9103455543518066
20,4060,0.9097669124603271
31,14016,0.9090655446052551
30,13235,0.9088822603225708
30,655,0.9087499380111694
31,1496,0.9079562425613403
31,1542,0.9079273343086243
31,6364,0.9077295064926147
29,3895,0.9076844453811646
31,7936,0.9067366123199463
31,12296,0.9066544771194458
31,10948,0.9064168334007263
29,12267,0.9063056707382202
31,13882,0.9059906601905823
31,3607,0.9058329463005066
30,12067,0.9056352376937866
30,12963,0.9052091240882874
31,4594,0.905027449131012
31,3685,0.9042233824729919
31,12048,0.9040835499763489
31,11258,0.9038480520248413
29,9595,0.9026975035667419
30,1516,0.9015715718269348
30,8226,0.9014622569084167
31,13909,0.9012935757637024
31,3930,0.9012085795402527
30,1795,0.9007961750030518
30,10494,0.9005874991416931
30,191,0.900234043598175
31,9790,0.8999271392822266
30,367,0.8996233344078064
29,9016,0.899115800857544
31,13957,0.898725688457489
31,8524,0.8985344171524048
31,9475,0.8984716534614563
31,4906,0.8984686136245728
31,3440,0.8984180092811584
31,10995,0.8978615403175354
31,3682,0.8976441025733948
30,4382,0.8976002335548401
31,778,0.8973685503005981
30,9305,0.8965239524841309
31,1493,0.8961942791938782
30,4800,0.8961807489395142
30,13607,0.8961425423622131
29,8424,0.8957845568656921
31,8791,0.8952743411064148
30,10949,0.8948078751564026
29,1175,0.8947911858558655
30,1829,0.8944857716560364
30,879,0.8940097093582153
31,8777,0.8939825892448425
31,9054,0.8929147720336914
30,9843,0.8927941918373108
30,7410,0.8923980593681335
31,9127,0.8919547200202942
31,8074,0.8917983770370483
31,4182,0.8911756873130798
31,2331,0.8911422491073608
30,6165,0.8911362290382385
30,10473,0.8910219669342041
30,125,0.8910033106803894
31,5394,0.8908613920211792
31,3485,0.8903989195823669
31,12174,0.8896710276603699
31,6220,0.8892101645469666
31,9012,0.8888309597969055
31,12999,0.8880411982536316
29,12211,0.8873622417449951
29,9901,0.8873472213745117
30,2214,0.8858834505081177
31,6355,0.8856515288352966
31,1947,0.8852731585502625
31,4633,0.8852481842041016
31,13662,0.8852132558822632
31,5897,0.8847368359565735
31,11279,0.8847155570983887
31,11140,0.8838427662849426
31,6090,0.8838157057762146
30,404,0.8835100531578064
31,13630,0.883444607257843
31,6928,0.8828493356704712
30,2558,0.8827477097511292
30,5886,0.8826399445533752
30,12914,0.8826145529747009
30,7144,0.8822792768478394
31,730,0.8822013735771179
31,12400,0.8821098208427429
31,6926,0.8819771409034729
31,609,0.8812918663024902
31,10427,0.8807528018951416
31,5089,0.8806869387626648
31,4415,0.8805469870567322
29,169,0.8805109262466431
31,14058,0.8804698586463928
30,11360,0.8804476261138916
31,8766,0.8796901702880859
31,7117,0.8791876435279846
30,4684,0.8790544867515564
31,5050,0.8786751627922058
31,11757,0.8782224059104919
31,5758,0.8781902194023132
31,10513,0.8778908252716064
29,3694,0.8776785731315613
30,9758,0.8773196339607239
31,2675,0.8770383596420288
30,6252,0.8768519759178162
29,8740,0.875933051109314
31,3483,0.8756271600723267
31,8999,0.8754557371139526
31,3197,0.8751584887504578
31,5470,0.8746029138565063
31,13149,0.8745381832122803
31,5051,0.8744140267372131
31,10077,0.8731849789619446
31,10399,0.8730736374855042
30,6640,0.8727201223373413
31,12511,0.8727119565010071
30,13159,0.8727011680603027
31,10776,0.8726755380630493
30,7346,0.8723452091217041
31,11175,0.8723222613334656
30,6100,0.8719496726989746
31,7514,0.871799111366272
31,429,0.8713873028755188
31,7399,0.8711075782775879
31,9597,0.8708680868148804
31,10775,0.8700001239776611
30,4675,0.8696178793907166
30,3820,0.8694385290145874
30,13285,0.8688890933990479
31,8229,0.8684989809989929
31,9667,0.8684049844741821
31,10348,0.8683809638023376
31,3472,0.8670316934585571
31,10036,0.8669780492782593
31,13518,0.8666642308235168
29,13238,0.866323709487915
31,4946,0.866250216960907
31,4527,0.8653112649917603
30,271,0.864349365234375
30,14026,0.8642002940177917
31,5934,0.8640137314796448
31,5590,0.8640022873878479
31,8633,0.8637780547142029
30,8500,0.8634434938430786
31,3828,0.8631898164749146
30,12446,0.8631299138069153
29,7349,0.8629733324050903
30,1177,0.8626784086227417
31,9557,0.8625993132591248
31,13525,0.8621565699577332
30,9117,0.8613969087600708
29,10902,0.8610520958900452
31,8809,0.8610153198242188
31,9507,0.8609264492988586
31,4820,0.8607094883918762
30,12009,0.8600592613220215
30,11725,0.8595445156097412
31,894,0.8586682677268982
31,7066,0.8583154082298279
31,9115,0.8574981093406677
30,5610,0.8574400544166565
31,4233,0.8573588728904724
30,8223,0.8571375012397766
30,12200,0.856676459312439
30,6344,0.8564609289169312
31,8653,0.8558325171470642
31,14239,0.8556787967681885
30,7304,0.8556110858917236
31,2885,0.8553421497344971
31,2689,0.8553066849708557
31,9240,0.8545090556144714
29,4266,0.8538466095924377
31,2935,0.8538203835487366
29,1550,0.8523004055023193
29,10723,0.8522377014160156
31,5448,0.8520606756210327
31,2345,0.852044403553009
31,7833,0.8517595529556274
30,10887,0.8516257405281067
31,11622,0.8501630425453186
30,13730,0.8497493267059326
31,6076,0.8494677543640137
31,6386,0.849084198474884
30,6448,0.8482667803764343
31,9176,0.8478869199752808
30,5615,0.8473390340805054
31,2405,0.8469758033752441
31,190,0.8469648361206055
31,1370,0.8465238809585571
17,2876,0.8463734984397888
30,13422,0.8456419706344604
30,6480,0.8445462584495544
30,12827,0.8444119691848755
31,6493,0.8442928791046143
31,7562,0.8439695239067078
31,4663,0.8433708548545837
29,4420,0.8433600664138794
31,254,0.8432086706161499
30,6331,0.8430878520011902
30,11202,0.8427892923355103
31,12723,0.8424021601676941
31,12120,0.8421063423156738
29,12533,0.8415107131004333
30,1777,0.84139084815979
31,9976,0.8413438200950623
31,13122,0.8412529826164246
31,1662,0.8412038683891296
31,10690,0.8412021398544312
31,9291,0.8407877087593079
31,6445,0.8406460881233215
30,2817,0.8401647806167603
31,11185,0.8400694727897644
31,13184,0.8400558233261108
31,12280,0.8399344682693481
31,11010,0.8394507765769958
30,13600,0.8393742442131042
31,2004,0.8393734693527222
31,350,0.8391895890235901
31,7278,0.8390465974807739
31,3043,0.8387612104415894
31,2449,0.8382652401924133
31,7973,0.8381244540214539
31,2288,0.8378929495811462
30,3777,0.8377045392990112
28,1953,0.8373515605926514
30,10152,0.837271511554718
30,6547,0.8371102809906006
31,594,0.8369119167327881
30,3988,0.8368896842002869
31,2875,0.8367922306060791
30,6476,0.8367881178855896
30,1018,0.8362295031547546
29,12910,0.8361520171165466
31,629,0.8360212445259094
31,8862,0.8360049724578857
31,6992,0.8340886831283569
31,9294,0.8332949876785278
31,1530,0.8331388831138611
31,13465,0.8322732448577881
31,7463,0.8321168422698975
31,2155,0.8320587277412415
31,14103,0.8318184018135071
31,5551,0.8317297101020813
31,482,0.8316767811775208
31,775,0.8309779167175293
29,14120,0.8308154940605164
30,3336,0.8298028111457825
31,2213,0.8296360373497009
31,1244,0.8287038803100586
31,259,0.8286892771720886
31,12008,0.8286480903625488
30,3597,0.8282637596130371
30,5122,0.8280869722366333
31,4645,0.828018844127655
31,4672,0.8277978897094727
31,10488,0.8269051313400269
29,6894,0.8268061876296997
31,5969,0.8262140154838562
31,7245,0.8255225419998169
31,3384,0.8254290223121643
31,10946,0.8253986239433289
30,1152,0.8250893950462341
31,4754,0.825052797794342
30,1457,0.8249719738960266
30,5357,0.8246563076972961
30,8031,0.8244450688362122
30,3675,0.8242354393005371
30,9198,0.8240489959716797
31,12156,0.8239570260047913
31,1844,0.8236961364746094
31,7425,0.8231953978538513
31,6584,0.8229734301567078
31,2775,0.822616696357727
31,4400,0.8221500515937805
31,9547,0.8220511674880981
31,7819,0.8219830393791199
30,14123,0.8218565583229065
31,344,0.8218287229537964
30,5771,0.8216431736946106
30,8194,0.8216298222541809
30,862,0.8213101029396057
30,10120,0.821254551410675
30,1608,0.8209974765777588
28,13614,0.8208699226379395
30,5311,0.8207277655601501
31,3722,0.8206943869590759
30,10777,0.8205309510231018
31,8135,0.8202493190765381
30,10158,0.8200479745864868
31,3235,0.8199688792228699
31,7812,0.8199133276939392
30,2087,0.8195717930793762
30,4541,0.8194494843482971
30,13473,0.8194277286529541
30,4431,0.8181924819946289
31,6685,0.8176689147949219
30,1209,0.8172454237937927
31,9521,0.8172271847724915
28,6701,0.8170208930969238
30,2196,0.8166650533676147
30,12127,0.8165974020957947
31,11198,0.815848171710968
31,8450,0.8157277703285217
30,6578,0.8156341314315796
31,8700,0.8156282901763916
30,7367,0.8156187534332275
30,4578,0.8153268098831177
30,559,0.8149901628494263
31,11985,0.8149093985557556
31,2575,0.8140294551849365
31,4554,0.8136019110679626
31,1232,0.8134527802467346
30,526,0.8119742274284363
31,3101,0.81183922290802
30,7616,0.8115839958190918
30,10254,0.8115314245223999
28,7385,0.811487078666687
31,12742,0.8112622499465942
31,3778,0.8110758066177368
30,8925,0.8109239935874939
30,11103,0.8106192350387573
31,2538,0.8104500770568848
30,7325,0.8093221783638
31,6419,0.8091721534729004
30,5269,0.8084388971328735
31,12305,0.8084275126457214
31,11860,0.8083914518356323
23,2565,0.8077402114868164
29,8788,0.8076264262199402
29,6089,0.8074864745140076
31,8928,0.8072044849395752
31,6243,0.8067173957824707
31,830,0.806420624256134
31,13967,0.8060911893844604
31,9256,0.8060625791549683
31,5485,0.8058960437774658
31,3721,0.8057236075401306
30,2717,0.8054049611091614
31,5108,0.8050578236579895
30,7463,0.8048810958862305
31,1816,0.8045700788497925
31,8910,0.804355263710022
30,14027,0.8038557171821594
31,13476,0.8032436966896057
31,2229,0.8031535744667053
30,2904,0.8029821515083313
31,9375,0.8023099303245544
31,328,0.8021456599235535
31,11552,0.8013505339622498
29,2650,0.8010152578353882
31,7484,0.8009027242660522
30,1272,0.8007885813713074
30,11151,0.8006826043128967
31,1460,0.8004240393638611
31,1246,0.8001517057418823
29,11917,0.8000928163528442
31,11778,0.8000527024269104
31,4275,0.7997602820396423
31,9504,0.7997017502784729
31,4221,0.7996775507926941
31,2943,0.7996680736541748
30,7066,0.7993664741516113
30,283,0.7989263534545898
28,11188,0.7987790107727051
31,291,0.798605740070343
30,13860,0.7985960841178894
31,10575,0.7985156178474426
31,2301,0.7981653213500977
31,267,0.7977293133735657
31,6494,0.7974873781204224
31,5722,0.7972701191902161
31,10363,0.796601414680481
31,9734,0.7964054346084595
31,13728,0.7962633371353149
31,884,0.7955631017684937
31,5114,0.7948033213615417
31,13891,0.7947544455528259
31,95,0.7944231629371643
31,11713,0.7944134473800659
30,8726,0.7942423224449158
31,9448,0.794181227684021
31,8557,0.7941635251045227
31,3119,0.7939130663871765
31,7342,0.7938289046287537
29,715,0.7936502695083618
31,1665,0.7936191558837891
30,11859,0.7936084866523743
30,12563,0.7934619188308716
31,11123,0.7934345602989197
31,473,0.7933891415596008
31,8205,0.7933886647224426
31,4876,0.7931881546974182
31,8398,0.7931375503540039
31,12165,0.7929664850234985
30,7002,0.7929040789604187
31,6221,0.7924330830574036
28,13736,0.7923158407211304
31,13218,0.7921321988105774
31,12393,0.7920870184898376
31,12486,0.7920827865600586
29,313,0.7920202612876892
30,14159,0.7916406989097595
30,14215,0.7912488579750061
11,13368,0.7912257313728333
31,9518,0.7911346554756165
31,9326,0.7908629775047302
31,7963,0.7908508777618408
30,7004,0.7905730605125427
30,7037,0.7900670170783997
31,791,0.7899709343910217
30,14244,0.7897820472717285
31,4000,0.7896403074264526
31,13087,0.7894198298454285
31,5399,0.7889109253883362
31,3015,0.7888337969779968
30,8886,0.7878058552742004
30,4775,0.7875102162361145
31,13298,0.7874728441238403
31,12502,0.7864437103271484
30,12375,0.786173939704895
31,2798,0.7859429717063904
30,13260,0.7858110070228577
31,7294,0.785706102848053
30,8749,0.7854301333427429
31,5539,0.7853348255157471
30,9106,0.7852804064750671
30,2363,0.785132646560669
31,4964,0.7849462032318115
31,3259,0.784278392791748
31,10060,0.7842390537261963
31,12241,0.7842296957969666
30,8775,0.7840771079063416
30,11007,0.783737301826477
30,5259,0.783674955368042
31,4717,0.7828019857406616
31,4509,0.7827722430229187
31,2129,0.7825501561164856
30,7656,0.7823404669761658
31,5161,0.7819163203239441
31,9516,0.7816655039787292
30,323,0.7816256284713745
30,7638,0.7815791368484497
29,1785,0.7814290523529053
29,1773,0.7814245223999023
31,9262,0.7813140153884888
28,447,0.7810069918632507
31,10104,0.7809942960739136
31,4983,0.780620813369751
31,639,0.7805129885673523
31,8952,0.7801751494407654
31,260,0.7799727320671082
30,1330,0.7792935967445374
29,4284,0.7789854407310486
31,10525,0.7787082195281982
30,3912,0.7784513235092163
30,9697,0.7783169746398926
31,8384,0.7766512036323547
31,4026,0.7764278650283813
30,10645,0.7764075994491577
31,9299,0.7764001488685608
31,75,0.7763153910636902
31,13606,0.7760010361671448
30,12878,0.7750095129013062
31,13058,0.7740268707275391
31,4139,0.7738140225410461
30,3347,0.7735886573791504
30,12357,0.7734869718551636
31,12494,0.7732179760932922
31,8006,0.7730051875114441
31,8305,0.7729501724243164
31,1777,0.7727017402648926
31,6439,0.772659182548523
31,8591,0.7723637223243713
31,561,0.7722448110580444
31,11969,0.7712968587875366
31,6422,0.7711610198020935
31,2275,0.7711197137832642
31,3871,0.7710738182067871
30,12713,0.7707594633102417
31,66,0.7705968618392944
30,8249,0.7703748941421509
30,1819,0.7703311443328857
30,12554,0.7702059149742126
31,6084,0.7694852352142334
30,9503,0.7685483694076538
30,8492,0.7683635354042053
31,77,0.7682300806045532
31,6009,0.7679361701011658
31,12779,0.7675166726112366
31,3611,0.7673553228378296
29,6676,0.7670596837997437
31,8631,0.7669634819030762
31,5349,0.7665085196495056
31,11581,0.7653691172599792
30,13927,0.7653504610061646
31,7687,0.7652177810668945
30,13047,0.7649492621421814
30,5140,0.7648628354072571
31,11371,0.7648609280586243
31,712,0.7641079425811768
31,1423,0.7640734314918518
30,7091,0.7640221118927002
31,9947,0.7634955644607544
30,8954,0.7627100944519043
31,11647,0.7624571323394775
31,7368,0.7624496817588806
30,8700,0.7623412013053894
31,4653,0.7614606618881226
31,10982,0.761368453502655
31,11495,0.7611539959907532
31,3571,0.7611368894577026
31,9647,0.7603321671485901
30,6648,0.7602707147598267
31,8200,0.7595091462135315
29,8753,0.7594964504241943
31,10377,0.7590613961219788
31,9231,0.7587270736694336
31,10271,0.7586524486541748
31,3099,0.7586243152618408
31,7206,0.7582122683525085
30,3631,0.7575196623802185
30,6680,0.7574486136436462
30,12629,0.757436215877533
30,2470,0.7570913434028625
30,13048,0.7567285895347595
31,13217,0.7565348148345947
31,4657,0.7563695311546326
30,13354,0.7559738159179688
31,3750,0.7558953762054443
30,14092,0.7558804154396057
31,880,0.7555758357048035
30,2695,0.7555745840072632
31,529,0.7554566860198975
28,1377,0.7552176713943481
31,8214,0.7551417350769043
30,10353,0.7547833919525146
29,1619,0.7546666264533997
30,8382,0.7545586228370667
30,13021,0.7541645169258118
30,2100,0.7541581392288208
30,7784,0.7541379332542419
31,13707,0.7539551854133606
31,4920,0.7537921667098999
31,5924,0.75348961353302
31,4710,0.7533559203147888
31,3464,0.753317654132843
30,13286,0.7531028389930725
31,14090,0.7530967593193054
30,13587,0.7522493004798889
30,11373,0.7518454194068909
31,12476,0.7514833807945251
31,11126,0.751050591468811
31,10392,0.7504721283912659
31,12277,0.7502827644348145
31,9292,0.7501614093780518
28,8574,0.7499992251396179
30,7748,0.7495965957641602
31,8169,0.7494776248931885
31,5232,0.7494747638702393
31,13610,0.7491557598114014
31,9216,0.7488915324211121
30,6886,0.7486985325813293
29,6623,0.7484529614448547
31,3451,0.7484244108200073
28,9026,0.7483211755752563
30,9142,0.7480848431587219
29,12067,0.7479067444801331
31,6007,0.7476886510848999
31,9551,0.7474284768104553
31,70,0.7473544478416443
29,9738,0.7471421360969543
30,11577,0.7470858693122864
30,10303,0.7468511462211609
31,2076,0.7466453909873962
29,9513,0.7465973496437073
30,4571,0.7461972832679749
31,1250,0.7455931901931763
30,1964,0.7454081773757935
29,9706,0.7451137900352478
31,9778,0.7450271248817444
31,9877,0.7436746954917908
31,12920,0.743425726890564
31,12971,0.7429229617118835
31,7613,0.7427518963813782
31,13874,0.7423471808433533
31,6626,0.7422178983688354
31,9046,0.7419532537460327
31,6588,0.7418389916419983
29,2205,0.7411907911300659
30,5841,0.7406561374664307
31,4729,0.7405248880386353
31,14190,0.7402266263961792
31,6165,0.7401197552680969
31,658,0.7399125099182129
31,3729,0.7398841977119446
31,7451,0.7396337389945984
29,8501,0.739612877368927
30,3878,0.7395262122154236
30,9946,0.7393303513526917
30,5528,0.7392220497131348
31,5437,0.739186704158783
31,10329,0.7391703724861145
29,6380,0.7388920783996582
31,9500,0.7387006282806396
31,6918,0.7380051612854004
31,10414,0.7374886274337769
30,9559,0.7369968891143799
30,12283,0.736659049987793
31,3620,0.7366402745246887
31,3444,0.7365191578865051
31,10514,0.7360524535179138
30,9708,0.7359248399734497
31,2334,0.7358482480049133
30,1391,0.7357957363128662
31,3480,0.7353309392929077
29,11285,0.735160231590271
30,3136,0.7350432872772217
31,2511,0.7349785566329956
31,13668,0.7349340319633484
31,310,0.7348491549491882
28,6308,0.7344700694084167
31,3872,0.7341526746749878
31,5025,0.7339009046554565
31,3716,0.7338927388191223
30,11840,0.7337633371353149
31,5026,0.7336639761924744
31,5118,0.7334751486778259
31,4840,0.7334707975387573
31,14249,0.7334308624267578
30,2298,0.7334277629852295
31,8234,0.7330023646354675
31,2315,0.732955276966095
31,1190,0.7328932285308838
31,11276,0.7325379848480225
31,4817,0.732435405254364
31,12541,0.7324000000953674
31,12645,0.7323397397994995
31,13185,0.7321117520332336
31,9070,0.7318509221076965
31,9822,0.7318215370178223
31,5959,0.7317525148391724
31,12193,0.731727123260498
21,12373,0.7314108610153198
31,9875,0.7313129305839539
31,13312,0.7306286692619324
27,11829,0.7304307222366333
31,2119,0.7303573489189148
30,2018,0.7303351163864136
31,4059,0.7302506566047668
31,2420,0.7298542261123657
31,11885,0.7296715974807739
31,5517,0.7287595868110657
29,10857,0.7284112572669983
31,13195,0.7280850410461426
31,11562,0.7277525663375854
29,3045,0.7275572419166565
31,11738,0.7269559502601624
30,1623,0.7264282703399658
31,2434,0.7260987162590027
31,8699,0.7258213758468628
31,9929,0.7253416180610657
30,12717,0.7252680659294128
30,9739,0.7251899242401123
30,8349,0.7251169681549072
31,3647,0.7250850200653076
31,14112,0.72507643699646
30,212,0.7249010801315308
30,13364,0.7245222330093384
31,1838,0.7243751883506775
30,4014,0.7239291071891785
30,8780,0.7236442565917969
30,5486,0.7234731912612915
31,5426,0.7234081625938416
31,1126,0.7232595086097717
31,10381,0.7229230999946594
31,1539,0.7228170037269592
29,13181,0.7224878072738647
31,13574,0.7223067879676819
29,11605,0.7221936583518982
31,3834,0.7221834063529968
31,3642,0.7215962409973145
23,11765,0.7210305333137512
31,13472,0.7209202647209167
31,10102,0.7208827137947083
31,7153,0.7206470370292664
29,3115,0.7204836010932922
31,3045,0.7200825810432434
31,11813,0.7200376391410828
30,14299,0.7199503779411316
30,4709,0.7197752594947815
31,9513,0.7196502685546875
31,11775,0.719400942325592
29,13257,0.7193779349327087
31,13976,0.7190936803817749
29,7042,0.7189800143241882
31,6413,0.7188750505447388
30,6911,0.7187261581420898
31,13404,0.7181291580200195
31,11516,0.718095600605011
31,7460,0.7177201509475708
30,2516,0.7169877886772156
30,9514,0.7169003486633301
30,13697,0.7167770266532898
30,11445,0.7165932059288025
30,8932,0.7164110541343689
31,6326,0.7163377404212952
31,3787,0.7160791754722595
31,11445,0.7159938812255859
30,13650,0.7158560752868652
31,2891,0.7157980799674988
31,4484,0.7156580090522766
31,4197,0.7155848145484924
31,9049,0.7155512571334839
30,4384,0.7154866456985474
31,349,0.7154558897018433
31,10158,0.7154455184936523
